,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,G_avg
151,GP,M,16,U,,T,2,1,at_home,other,,mother,1,1,1,no,,no,yes,yes,yes,no,yes,,4,4,3,5,5,6,4.0,4.25,4.5,4.25
152,GP,M,16,R,LE3,T,3,3,teacher,other,,father,3,1,0,no,yes,yes,yes,yes,yes,yes,no,3.0,3,4,3,5,3,8,3.25,3.25,3.5,3.3333333333333335
153,GP,M,16,U,GT3,T,4,4,teacher,teacher,,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,3.0,3,2,2,1,5,0,2.75,2.5,1.0,2.0833333333333335
154,GP,F,18,U,LE3,T,4,3,other,other,,other,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4.0,4,5,1,2,2,10,3.5,3.0,3.0,3.1666666666666665
155,GP,F,19,R,GT3,T,2,3,other,other,,other,1,3,1,no,no,no,no,yes,yes,yes,yes,4.0,1,2,1,1,3,40,4.25,3.75,3.75,3.9166666666666665
156,GP,F,16,U,GT3,T,4,4,other,other,,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5.0,3,4,1,2,1,6,3.75,4.5,4.5,4.25
157,GP,M,17,U,LE3,T,1,1,health,other,,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4.0,4,4,1,2,5,2,2.75,3.25,3.0,3.0
158,GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,2.0,1,1,1,1,3,2,4.25,3.75,3.75,3.9166666666666665
159,GP,F,15,U,GT3,T,4,4,teacher,health,,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,3.0,3,3,1,2,2,0,3.5,3.0,3.25,3.25
160,GP,M,17,U,LE3,T,4,3,health,other,,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,2.0,5,5,1,4,5,14,4.0,4.0,4.0,4.0
161,GP,F,15,U,GT3,T,1,2,at_home,other,,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4.0,3,2,1,1,5,2,3.5,3.75,3.75,3.6666666666666665
162,GP,F,16,U,GT3,T,4,4,services,services,,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,3.0,2,3,1,2,2,6,4.25,4.5,4.5,4.416666666666667
163,MS,F,18,R,LE3,A,1,4,at_home,other,,mother,3,2,0,no,no,no,no,yes,yes,no,yes,4.0,3,4,1,4,5,0,4.25,4.25,4.25,4.25
164,GP,M,17,U,GT3,T,1,1,other,other,,father,1,2,0,no,no,yes,no,no,yes,yes,no,4.0,3,3,1,2,4,2,4.0,3.5,3.75,3.75
165,GP,M,15,U,GT3,T,4,4,services,services,,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4.0,3,1,1,1,5,0,5.25,5.0,5.25,5.166666666666667
166,GP,F,18,U,GT3,T,2,2,at_home,services,,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4.0,3,3,1,1,3,0,3.25,3.5,1.0,2.5833333333333335
167,GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5.0,3,3,1,3,2,10,3.75,3.25,3.5,3.5
168,MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2,0,no,yes,yes,yes,no,yes,yes,yes,4.0,5,5,1,3,2,4,4.25,3.75,3.75,3.9166666666666665
169,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,3,0,no,yes,yes,no,yes,yes,yes,yes,5.0,4,5,2,3,5,0,3.5,3.5,3.25,3.4166666666666665
170,GP,F,15,R,GT3,T,3,3,services,services,,other,2,3,2,no,yes,yes,yes,yes,yes,yes,yes,4.0,2,1,2,3,3,8,3.5,3.5,3.5,3.5
171,GP,F,18,U,GT3,T,3,3,services,services,,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5.0,3,4,1,1,4,0,2.75,1.0,1.0,1.5833333333333333
172,GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,1.0,4,2,2,2,1,5,5.0,4.75,5.0,4.916666666666667
173,GP,F,15,U,,T,4,3,services,other,,mother,1,1,0,no,,yes,yes,yes,yes,yes,no,,5,5,1,3,1,4,5.0,5.25,5.5,5.25
174,GP,M,16,U,LE3,T,1,1,services,other,,mother,1,2,1,no,no,no,no,yes,yes,no,yes,4.0,4,4,1,3,5,0,4.5,4.0,4.0,4.166666666666667
175,GP,M,15,U,GT3,T,4,2,teacher,other,,mother,1,2,0,no,yes,yes,no,yes,yes,no,no,4.0,3,3,2,2,5,-1,4.75,4.75,4.5,4.666666666666667
176,GP,M,17,U,LE3,T,4,3,teacher,other,,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4.0,4,4,4,4,4,4,3.5,3.25,3.25,3.3333333333333335
177,GP,F,15,U,GT3,T,4,4,services,services,,father,2,2,2,no,no,yes,no,yes,yes,yes,yes,4.0,4,4,2,3,5,6,2.75,3.25,3.0,3.0
178,MS,F,20,U,GT3,T,4,2,health,other,,other,2,3,2,no,yes,yes,no,no,yes,yes,yes,5.0,4,3,1,1,3,4,4.75,4.5,4.75,4.666666666666667
179,GP,F,16,U,LE3,T,4,4,teacher,teacher,,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4.0,5,2,1,2,3,0,3.25,3.25,3.5,3.3333333333333335
180,GP,F,16,U,LE3,T,2,4,other,health,,father,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4.0,2,2,1,2,5,2,4.25,4.25,4.25,4.25
181,GP,F,18,U,GT3,T,1,1,other,other,,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5.0,4,4,1,1,4,4,3.0,3.25,3.5,3.25
182,GP,F,15,U,LE3,T,3,2,services,other,,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4.0,4,4,1,1,5,10,2.75,2.5,2.5,2.5833333333333335
183,GP,M,19,U,LE3,A,4,3,services,at_home,,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4.0,3,1,1,1,1,12,3.75,3.75,3.75,3.75
184,GP,M,18,U,GT3,T,4,2,teacher,other,,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4.0,3,2,1,4,5,11,4.0,3.75,3.75,3.8333333333333335
185,GP,M,17,R,GT3,T,2,1,other,other,,mother,1,1,0,no,no,no,no,no,yes,yes,no,4.0,4,2,2,4,5,0,3.0,4.0,4.0,3.6666666666666665
186,GP,F,16,U,GT3,A,2,2,other,other,,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,3.0,3,4,1,1,4,0,4.0,4.25,4.5,4.25
187,GP,F,16,U,LE3,T,4,4,health,health,,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,5.0,4,5,1,1,4,4,4.5,4.75,5.0,4.75
188,GP,F,16,U,LE3,T,1,2,other,services,,father,1,2,0,yes,no,no,yes,yes,yes,yes,no,4.0,4,3,1,1,1,4,3.0,3.5,3.25,3.25
189,GP,F,16,U,GT3,T,4,2,services,other,,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4.0,2,3,1,1,5,2,4.75,5.0,5.0,4.916666666666667
190,GP,F,17,R,GT3,T,3,4,at_home,services,,father,1,3,0,no,yes,yes,yes,no,yes,yes,no,4.0,3,4,2,5,5,0,3.75,3.75,3.5,3.6666666666666665
191,GP,M,15,U,GT3,T,4,4,services,other,,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,5.0,3,3,1,1,5,4,3.5,4.25,4.5,4.083333333333333
192,GP,F,18,R,GT3,T,3,1,other,other,,mother,1,2,1,no,no,no,yes,yes,yes,yes,yes,5.0,3,3,1,1,4,-1,3.25,3.0,2.75,3.0
193,GP,F,17,U,GT3,T,2,2,at_home,at_home,,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4.0,3,3,1,1,4,4,3.25,3.5,3.5,3.4166666666666665
194,GP,M,17,U,GT3,T,4,4,services,teacher,,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5.0,2,3,1,2,5,4,5.25,4.75,5.0,5.0
195,GP,M,15,U,LE3,T,1,2,other,at_home,,father,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4.0,3,2,1,1,5,2,3.25,3.5,3.25,3.3333333333333335
196,GP,M,19,U,GT3,T,1,2,other,services,,other,1,2,1,no,no,no,no,no,yes,yes,no,4.0,5,2,2,2,4,3,4.25,3.75,3.75,3.9166666666666665
197,GP,F,15,U,,T,4,4,services,teacher,,father,1,2,1,yes,,no,yes,no,yes,yes,no,,4,4,1,1,3,2,2.75,2.75,2.75,2.75
198,GP,F,16,U,GT3,T,1,1,services,services,,father,4,1,0,yes,yes,no,yes,no,yes,yes,yes,5.0,5,5,5,5,5,6,3.5,3.0,3.75,3.4166666666666665
199,GP,F,17,U,GT3,T,4,2,other,other,,mother,2,3,0,no,yes,yes,no,yes,yes,yes,no,4.0,3,3,1,1,3,0,4.75,4.0,4.5,4.416666666666667
200,GP,F,16,U,GT3,T,3,3,other,other,,mother,3,2,0,yes,yes,no,yes,yes,yes,no,no,5.0,3,2,1,1,4,4,3.0,3.5,3.5,3.3333333333333335
201,GP,F,17,R,LE3,T,4,4,services,other,,mother,1,1,0,no,yes,yes,no,yes,yes,no,no,5.0,2,1,1,2,3,12,3.0,3.5,3.5,3.3333333333333335
202,MS,F,18,R,LE3,T,4,4,other,other,,mother,2,3,0,no,no,no,no,yes,yes,yes,no,5.0,4,4,1,1,1,0,5.75,5.5,5.75,5.666666666666667
203,MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4.0,3,4,1,1,1,0,2.75,3.25,3.0,3.0
204,GP,M,16,R,GT3,T,3,3,services,services,,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4.0,3,2,3,4,5,8,3.0,3.25,3.5,3.25
205,GP,F,15,U,GT3,T,4,4,services,at_home,,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4.0,3,3,1,1,5,0,3.75,1.0,1.0,1.9166666666666667
206,GP,F,18,U,GT3,T,2,2,at_home,at_home,,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4.0,3,3,1,2,2,5,5.5,5.5,5.75,5.583333333333333
207,GP,M,17,U,GT3,T,3,3,other,other,,father,1,2,0,no,no,no,yes,no,yes,yes,no,4.0,3,4,1,4,4,4,2.5,2.25,2.5,2.4166666666666665
208,GP,F,18,U,LE3,A,4,4,health,other,,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4.0,2,4,1,1,4,14,4.0,3.5,3.75,3.75
209,MS,M,18,U,LE3,T,1,1,other,services,,father,2,1,0,no,no,no,no,no,yes,yes,yes,3.0,3,2,1,2,3,4,3.5,3.5,3.5,3.5
210,GP,F,15,U,LE3,A,4,3,other,other,,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,yes,5.0,2,2,1,1,5,8,3.0,3.0,2.5,2.8333333333333335
211,GP,F,19,U,GT3,T,2,1,at_home,other,other,other,3,2,0,no,yes,no,no,yes,no,yes,yes,3.0,4,1,1,1,2,20,4.5,4.0,4.25,4.25
212,MS,M,19,R,GT3,T,1,1,other,services,,mother,2,1,1,no,no,no,no,yes,yes,no,no,4.0,3,2,1,3,5,0,2.5,2.25,1.0,1.9166666666666667
213,GP,M,15,R,GT3,T,2,1,health,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5.0,4,2,1,1,5,8,3.25,3.25,3.25,3.25
214,GP,M,15,U,LE3,A,2,1,services,other,,mother,4,1,3,no,no,no,no,yes,yes,yes,no,4.0,5,5,2,5,5,0,3.0,3.25,3.5,3.25
215,GP,F,17,U,GT3,T,4,3,health,other,,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4.0,4,3,1,3,4,0,4.25,4.75,4.75,4.583333333333333
216,MS,F,17,R,GT3,T,1,1,other,services,,mother,3,1,1,no,yes,yes,no,yes,yes,yes,yes,5.0,2,1,1,2,1,0,2.75,2.5,1.0,2.0833333333333335
217,GP,F,17,U,,T,4,4,teacher,services,course,mother,1,3,0,no,,yes,yes,yes,yes,yes,no,,4,4,1,3,4,7,3.5,3.25,3.25,3.3333333333333335
218,GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1,2,1,no,yes,no,no,yes,yes,yes,yes,3.0,3,1,1,2,4,0,3.25,3.0,1.0,2.4166666666666665
219,GP,M,17,R,GT3,T,2,2,other,other,,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4.0,5,2,1,1,1,4,3.75,3.75,3.75,3.75
220,GP,F,16,U,LE3,T,1,1,at_home,at_home,,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3.0,4,4,3,3,1,2,4.5,4.5,4.25,4.416666666666667
221,MS,F,18,U,GT3,T,3,3,services,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,yes,5.0,3,4,1,1,5,0,3.5,3.25,3.25,3.3333333333333335
222,GP,M,15,U,GT3,A,4,4,other,services,,mother,1,4,0,no,yes,no,yes,no,yes,yes,yes,1.0,3,3,5,5,3,4,4.25,4.25,4.0,4.166666666666667
223,GP,F,17,U,GT3,T,3,4,at_home,services,,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4.0,4,3,3,4,5,28,3.5,3.25,3.25,3.3333333333333335
224,MS,M,17,U,GT3,T,3,3,health,other,,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,4.0,5,4,2,3,3,2,4.25,4.25,4.25,4.25
225,GP,M,15,U,GT3,A,2,2,other,other,,other,1,3,0,no,yes,no,no,yes,yes,yes,yes,4.0,5,2,1,1,3,0,4.5,5.0,5.0,4.833333333333333
226,GP,M,15,U,GT3,T,3,4,services,services,,father,1,1,0,yes,no,no,no,yes,yes,yes,no,5.0,5,5,3,2,5,0,4.25,4.25,4.0,4.166666666666667
227,GP,M,16,U,GT3,T,0,2,other,other,,mother,1,1,0,no,no,yes,no,no,yes,yes,no,4.0,3,2,2,4,5,0,4.25,4.75,4.75,4.583333333333333
228,GP,F,17,R,,T,3,1,services,other,,mother,2,4,0,no,,yes,no,yes,yes,no,no,,1,2,1,1,3,6,5.5,5.5,5.5,5.5
229,GP,F,15,R,GT3,T,2,4,services,health,,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,4.0,3,2,1,1,5,2,3.5,3.25,3.0,3.25
230,GP,F,17,U,GT3,A,4,4,other,teacher,,mother,2,2,0,yes,yes,no,no,yes,yes,no,no,4.0,1,4,1,1,1,6,2.5,2.25,2.5,2.4166666666666665
231,GP,F,16,U,GT3,A,3,1,services,other,,mother,1,2,3,no,yes,yes,no,yes,yes,yes,no,2.0,3,3,2,2,4,5,2.75,2.75,2.75,2.75
232,GP,M,19,U,GT3,T,3,3,other,other,,other,1,2,1,no,yes,no,yes,yes,yes,yes,yes,4.0,4,4,1,1,3,20,4.75,4.5,4.25,4.5
233,MS,F,18,U,GT3,T,3,3,services,services,,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4.0,3,2,1,3,3,0,3.75,3.75,3.5,3.6666666666666665
234,GP,M,17,U,LE3,A,4,1,services,other,,mother,2,1,0,no,no,yes,yes,yes,yes,yes,yes,4.0,5,4,2,4,5,30,3.0,3.0,3.0,3.0
235,GP,F,18,R,GT3,A,3,2,other,services,,mother,2,2,0,no,no,no,no,no,no,yes,yes,4.0,1,1,1,1,5,75,3.5,3.25,3.25,3.3333333333333335
236,GP,M,18,U,,T,4,4,teacher,services,,mother,2,1,0,no,,yes,yes,yes,yes,yes,no,,2,4,1,4,3,22,3.25,3.25,3.25,3.25
237,GP,F,15,R,LE3,T,2,2,health,services,,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,no,4.0,1,3,1,3,4,2,3.0,3.25,3.0,3.0833333333333335
238,GP,M,16,U,GT3,T,3,3,at_home,other,,other,3,2,0,yes,yes,no,no,no,yes,yes,no,5.0,3,3,1,3,2,6,2.75,3.5,3.5,3.25
239,GP,F,18,U,GT3,T,3,2,other,services,,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5.0,4,3,2,3,1,7,4.25,4.25,4.5,4.333333333333333
240,GP,M,15,U,GT3,T,2,2,services,services,,father,1,1,0,yes,yes,no,no,yes,yes,yes,no,5.0,4,1,1,1,1,0,3.0,3.0,3.75,3.25
241,GP,F,16,U,GT3,T,4,4,teacher,services,,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5.0,3,2,1,1,5,0,4.25,4.25,4.5,4.333333333333333
242,GP,F,17,R,GT3,T,2,2,other,other,,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5.0,3,2,1,2,3,18,2.75,2.5,2.5,2.5833333333333335
243,GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4.0,3,4,2,2,4,8,4.0,3.5,3.75,3.75
244,MS,M,18,U,LE3,T,1,3,at_home,services,,mother,1,1,1,no,no,no,no,yes,no,yes,yes,4.0,3,3,2,3,3,7,3.0,2.75,3.0,2.9166666666666665
245,GP,M,15,R,GT3,T,3,4,at_home,teacher,,mother,4,2,0,no,yes,no,no,yes,yes,no,yes,5.0,3,3,1,1,5,0,3.25,1.0,1.0,1.75
246,GP,F,15,U,,T,1,1,at_home,other,,mother,1,2,3,yes,,yes,no,yes,yes,yes,no,,3,2,2,3,3,-1,2.75,3.0,3.5,3.0833333333333335
247,GP,M,15,U,GT3,T,4,4,health,services,,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,5.0,4,2,3,4,5,0,3.25,3.75,4.0,3.6666666666666665
248,GP,F,15,R,GT3,T,1,1,at_home,other,home,mother,2,4,1,yes,yes,yes,yes,yes,yes,yes,no,3.0,1,2,1,1,1,2,2.75,3.5,3.5,3.25
249,GP,M,15,U,GT3,T,2,3,other,other,,mother,1,3,0,yes,no,yes,no,no,yes,yes,no,5.0,3,2,1,2,5,4,3.75,3.5,3.75,3.6666666666666665
250,GP,F,17,U,GT3,T,4,4,services,teacher,,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4.0,2,4,2,3,2,24,5.5,5.5,5.5,5.5
251,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5.0,4,5,1,2,5,4,3.5,3.25,3.75,3.5
252,GP,F,17,R,GT3,T,2,1,at_home,services,,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4.0,2,5,1,2,5,2,2.5,2.5,2.5,2.5
253,GP,M,16,U,LE3,T,4,3,teacher,other,,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5.0,4,5,1,1,3,0,2.5,1.0,1.0,1.5
254,GP,M,19,R,GT3,T,3,3,other,services,,father,1,2,1,no,no,no,yes,yes,yes,no,yes,4.0,5,3,1,2,5,0,4.75,4.0,4.0,4.25
255,GP,F,17,U,GT3,A,4,3,services,services,,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5.0,2,2,1,2,5,23,4.25,4.25,4.25,4.25
256,GP,M,16,U,LE3,A,4,4,teacher,health,,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4.0,1,3,3,5,5,18,3.0,2.5,2.75,2.75
257,GP,M,17,U,GT3,T,1,2,at_home,services,,other,2,2,0,no,no,yes,yes,no,yes,yes,no,4.0,4,4,4,5,5,12,2.75,3.0,3.0,2.9166666666666665
258,GP,F,16,U,GT3,T,2,3,other,other,,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,no,4.0,4,3,1,3,4,6,3.0,3.5,3.5,3.3333333333333335
259,GP,M,16,U,GT3,T,4,4,services,services,,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5.0,3,2,1,2,5,0,4.25,4.0,4.0,4.083333333333333
260,GP,M,18,U,LE3,T,2,2,other,other,,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4.0,5,5,2,4,5,2,3.25,3.0,3.0,3.0833333333333335
261,MS,F,18,U,GT3,T,3,3,other,other,,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,4.0,1,3,1,2,1,0,4.75,4.75,4.75,4.75
262,MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,1,1,no,yes,no,no,no,yes,yes,no,2.0,5,5,5,5,5,10,3.75,4.25,4.25,4.083333333333333
263,GP,F,15,U,GT3,T,3,2,services,other,,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,no,4.0,3,5,1,1,2,26,2.75,2.5,2.5,2.5833333333333335
264,GP,F,15,U,,A,3,4,other,other,,mother,1,2,0,yes,,no,yes,yes,yes,yes,yes,,3,2,1,1,1,0,2.75,3.5,3.75,3.3333333333333335
265,GP,M,15,U,GT3,T,4,4,health,health,other,father,1,1,0,no,yes,yes,no,yes,yes,yes,no,5.0,4,2,1,1,5,0,4.0,4.75,4.75,4.5
266,GP,M,17,R,GT3,T,3,4,at_home,other,,mother,3,2,0,no,no,no,no,yes,yes,no,no,5.0,4,5,2,4,5,0,3.5,1.0,1.0,1.8333333333333333
267,GP,M,18,U,LE3,T,4,3,teacher,services,,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,4.0,2,3,1,2,1,8,3.5,3.75,3.5,3.5833333333333335
268,GP,F,19,U,GT3,T,3,3,other,other,,other,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4.0,3,3,1,2,3,10,3.0,3.0,3.0,3.0
269,GP,M,16,R,GT3,T,4,3,services,other,,mother,2,1,0,yes,yes,no,yes,no,yes,yes,no,3.0,3,3,1,1,4,2,3.75,4.75,4.75,4.416666666666667
270,GP,F,16,U,GT3,T,2,1,other,other,,mother,1,2,0,no,yes,yes,no,yes,yes,no,yes,4.0,3,5,1,1,5,2,3.0,3.25,3.5,3.25
271,MS,F,17,U,LE3,A,3,2,services,other,,mother,2,2,0,no,no,no,no,yes,yes,no,yes,1.0,2,3,1,2,5,2,4.0,4.0,3.75,3.9166666666666665
272,GP,F,17,U,GT3,T,3,2,health,health,,father,1,4,0,no,yes,yes,yes,no,yes,yes,no,5.0,2,2,1,2,5,0,5.25,5.25,5.5,5.333333333333333
273,GP,M,17,U,GT3,T,3,1,services,other,,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,5.0,4,4,3,4,5,2,3.25,3.25,3.5,3.3333333333333335
274,GP,M,16,R,GT3,T,2,2,at_home,other,,mother,3,1,0,no,no,no,no,no,yes,no,no,4.0,2,2,1,2,3,2,5.25,4.75,4.75,4.916666666666667
275,GP,M,15,U,LE3,T,4,4,teacher,other,,other,1,1,0,no,yes,no,no,no,yes,yes,yes,5.0,4,3,2,4,5,-1,4.0,4.0,4.0,4.0
276,GP,M,17,R,GT3,T,2,2,services,other,,mother,4,1,0,no,yes,no,no,yes,yes,yes,no,4.0,4,5,5,5,4,8,3.75,3.5,3.5,3.5833333333333335
277,GP,F,16,U,GT3,T,4,3,teacher,other,,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,1.0,3,2,1,1,1,10,3.75,4.0,4.25,4.0
278,GP,F,17,U,GT3,T,2,2,other,other,,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4.0,2,2,1,1,3,12,3.75,3.25,3.25,3.4166666666666665
279,GP,F,15,U,GT3,T,1,2,at_home,services,,mother,1,2,0,no,no,no,no,no,yes,yes,no,3.0,2,3,1,2,1,2,5.0,4.75,4.75,4.833333333333333
280,GP,F,17,R,GT3,A,3,2,other,other,,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4.0,3,3,2,3,2,4,3.25,3.5,3.5,3.4166666666666665
281,GP,M,20,U,GT3,A,3,2,services,other,,other,1,1,0,no,no,no,yes,yes,yes,no,no,5.0,5,3,1,1,5,0,5.25,5.5,5.5,5.416666666666667
282,MS,M,21,R,GT3,T,1,1,other,other,,other,1,1,3,no,no,no,no,no,yes,no,no,5.0,5,3,3,3,3,3,3.5,3.0,2.75,3.0833333333333335
283,GP,F,17,U,GT3,A,3,3,health,other,,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3.0,3,3,1,3,3,6,3.0,2.75,3.25,3.0
284,GP,F,17,U,GT3,T,3,2,other,other,,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5.0,3,4,1,3,3,10,5.0,4.75,4.75,4.833333333333333
285,GP,F,15,U,GT3,A,4,3,services,services,,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4.0,3,2,1,1,1,0,4.5,4.75,4.75,4.666666666666667
286,GP,F,18,U,GT3,T,4,3,other,other,,father,1,4,0,no,yes,yes,no,yes,yes,yes,no,4.0,3,3,1,1,3,0,4.5,4.25,4.5,4.416666666666667
287,GP,M,17,U,LE3,T,4,4,services,other,,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5.0,3,5,4,5,3,13,4.0,4.0,4.25,4.083333333333333
288,GP,F,17,U,GT3,T,3,2,other,other,,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4.0,3,2,2,3,2,0,2.75,3.0,1.0,2.25
289,GP,M,19,U,GT3,T,3,2,services,at_home,,mother,1,1,3,no,yes,no,no,yes,no,yes,yes,4.0,5,4,1,1,4,0,2.25,1.0,1.0,1.4166666666666667
290,GP,M,16,U,GT3,T,3,3,other,services,,father,2,1,0,no,no,no,yes,yes,yes,yes,no,5.0,4,2,1,1,5,0,4.25,4.5,4.25,4.333333333333333
291,GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3.0,3,3,2,3,4,2,3.5,3.75,4.0,3.75
292,GP,M,17,U,LE3,T,2,2,other,other,,father,1,2,0,no,no,yes,yes,no,yes,yes,yes,4.0,4,2,5,5,4,4,4.5,4.25,4.25,4.333333333333333
293,GP,F,17,U,LE3,T,2,2,services,services,,father,1,4,0,no,no,yes,yes,yes,yes,yes,yes,3.0,4,1,1,1,2,0,3.5,3.25,1.0,2.5833333333333335
294,GP,F,16,U,GT3,T,3,3,other,other,,father,1,2,0,no,yes,yes,no,yes,yes,no,no,4.0,3,2,1,2,5,4,2.5,3.5,3.5,3.1666666666666665
295,GP,M,16,U,LE3,T,2,2,other,other,,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4.0,4,4,1,1,3,0,4.0,4.0,3.75,3.9166666666666665
296,MS,F,18,R,LE3,T,4,4,teacher,services,,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,5.0,4,3,3,4,2,4,3.0,3.25,3.5,3.25
297,GP,F,19,U,GT3,T,2,1,services,services,,other,1,3,1,no,no,yes,yes,yes,yes,yes,yes,4.0,3,4,1,3,3,4,3.75,4.0,3.75,3.8333333333333335
298,GP,F,16,U,GT3,T,2,2,services,other,,mother,2,2,0,no,no,yes,yes,no,yes,yes,no,3.0,4,4,1,4,5,2,4.25,4.25,3.75,4.083333333333333
299,GP,F,19,U,GT3,T,0,1,at_home,other,course,other,1,2,3,no,yes,no,no,no,no,no,no,3.0,4,2,1,1,5,2,2.75,3.0,3.25,3.0
300,GP,F,16,U,,T,2,2,services,services,,mother,3,2,0,no,,yes,no,yes,yes,yes,no,,3,3,2,3,4,2,4.0,4.25,4.25,4.166666666666667
301,GP,F,15,U,GT3,T,1,1,at_home,other,,mother,3,1,0,no,yes,no,yes,no,yes,yes,yes,4.0,3,3,1,2,4,-1,3.0,1.0,1.0,1.6666666666666667
302,GP,F,17,U,GT3,T,2,4,services,services,,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5.0,4,2,2,3,5,0,5.0,5.25,5.25,5.166666666666667
